geo_lat,geo_long,om_altura,om_circuitos,om_funcionamiento,om_materialL,om_materialS,om_potencia,om_proteccion,om_tipoLampara,om_tipoLuz,om_tipoSoporte,uri,barrio,distrito
39.46607698419557,-6.384779052146143,5,7,S,P,F,23,F,FCBC,O,O,http://opendata.caceres.es/recurso/energia/farolas/Farola/11241,El Peru,Centro
39.46604560579359,-6.384703639413013,5,7,S,P,F,23,F,FCBC,O,O,http://opendata.caceres.es/recurso/energia/farolas/Farola/11242,El Peru,Centro
39.46600974446312,-6.384617454190933,5,7,S,P,F,23,F,FCBC,O,O,http://opendata.caceres.es/recurso/energia/farolas/Farola/11243,El Peru,Centro
39.47560370996837,-6.349369898397836,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11244,Residencial Universidad,Norte
39.47552820072359,-6.349061238185766,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11245,Residencial Universidad,Norte
39.475290995629095,-6.349120231755064,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11246,Residencial Universidad,Norte
39.47515502703357,-6.350386608735412,10,3,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11247,Residencial Universidad,Norte
39.47516708996882,-6.350678496007451,10,3,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11248,Residencial Universidad,Norte
39.488851375892295,-6.375992224997364,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11249,Montesol,Norte
39.48883017010664,-6.375641589860144,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11250,Montesol,Norte
39.488811984902384,-6.375296462735559,10,1,S,P,F,150,F,VSAP,AC,Ba,http://opendata.caceres.es/recurso/energia/farolas/Farola/11251,Montesol,Norte
